0,7.7986e-06
1,5.6372e-08
1.0049,5.9996e-08
1.0098,6.3767e-08
1.0147,6.7678e-08
1.0196,7.1719e-08
1.0246,7.5881e-08
1.0296,8.0154e-08
1.0346,8.4527e-08
1.0396,8.8991e-08
1.0447,9.3535e-08
1.0498,9.8147e-08
1.0549,1.0282e-07
1.06,1.0753e-07
1.0652,1.1228e-07
1.0703,1.1705e-07
1.0755,1.2183e-07
1.0808,1.2662e-07
1.086,1.3138e-07
1.0913,1.3612e-07
1.0966,1.4083e-07
1.102,1.4548e-07
1.1073,1.5008e-07
1.1127,1.546e-07
1.1181,1.5903e-07
1.1236,1.6337e-07
1.1291,1.676e-07
1.1346,1.7171e-07
1.1401,1.7569e-07
1.1456,1.7953e-07
1.1512,1.8321e-07
1.1568,1.8674e-07
1.1624,1.901e-07
1.1681,1.9328e-07
1.1738,1.9627e-07
1.1795,1.9907e-07
1.1852,2.0166e-07
1.191,2.0404e-07
1.1968,2.0621e-07
1.2026,2.0815e-07
1.2085,2.0987e-07
1.2144,2.1135e-07
1.2203,2.126e-07
1.2262,2.1361e-07
1.2322,2.1438e-07
1.2382,2.1491e-07
1.2442,2.1519e-07
1.2502,2.1523e-07
1.2563,2.1502e-07
1.2624,2.1458e-07
1.2686,2.1389e-07
1.2748,2.1297e-07
1.281,2.1182e-07
1.2872,2.1044e-07
1.2935,2.0883e-07
1.2998,2.0701e-07
1.3061,2.0498e-07
1.3125,2.0275e-07
1.3188,2.0032e-07
1.3253,1.9771e-07
1.3317,1.9492e-07
1.3382,1.9197e-07
1.3447,1.8886e-07
1.3512,1.8561e-07
1.3578,1.8223e-07
1.3644,1.7874e-07
1.3711,1.7513e-07
1.3777,1.7144e-07
1.3845,1.6767e-07
1.3912,1.6383e-07
1.398,1.5994e-07
1.4048,1.5601e-07
1.4116,1.5206e-07
1.4185,1.4809e-07
1.4254,1.4413e-07
1.4323,1.4019e-07
1.4393,1.3628e-07
1.4463,1.3241e-07
1.4533,1.2859e-07
1.4604,1.2484e-07
1.4675,1.2117e-07
1.4747,1.1759e-07
1.4818,1.141e-07
1.489,1.1072e-07
1.4963,1.0745e-07
1.5036,1.0431e-07
1.5109,1.0129e-07
1.5182,9.8403e-08
1.5256,9.5652e-08
1.5331,9.3041e-08
1.5405,9.057e-08
1.548,8.8242e-08
1.5556,8.6055e-08
1.5631,8.4008e-08
1.5707,8.21e-08
1.5784,8.0327e-08
1.5861,7.8686e-08
1.5938,7.7171e-08
1.6015,7.5778e-08
1.6093,7.45e-08
1.6172,7.3332e-08
1.625,7.2266e-08
1.6329,7.1294e-08
1.6409,7.0411e-08
1.6489,6.9608e-08
1.6569,6.8879e-08
1.665,6.8216e-08
1.6731,6.7613e-08
1.6812,6.7063e-08
1.6894,6.6561e-08
1.6976,6.6103e-08
1.7059,6.5684e-08
1.7142,6.5301e-08
1.7225,6.4952e-08
1.7309,6.4635e-08
1.7393,6.435e-08
1.7478,6.4098e-08
1.7563,6.3881e-08
1.7649,6.3701e-08
1.7734,6.3563e-08
1.7821,6.347e-08
1.7907,6.3429e-08
1.7995,6.3445e-08
1.8082,6.3525e-08
1.817,6.3676e-08
1.8259,6.3905e-08
1.8348,6.4218e-08
1.8437,6.4624e-08
1.8527,6.5128e-08
1.8617,6.5737e-08
1.8707,6.6456e-08
1.8798,6.7289e-08
1.889,6.824e-08
1.8982,6.931e-08
1.9074,7.0499e-08
1.9167,7.1808e-08
1.926,7.3232e-08
1.9354,7.4768e-08
1.9448,7.641e-08
1.9543,7.8149e-08
1.9638,7.9976e-08
1.9734,8.188e-08
1.983,8.3849e-08
1.9926,8.5868e-08
2,8.743e-08
2.0023,8.7923e-08
2.0121,8.9999e-08
2.0219,9.2077e-08
2.0317,9.4143e-08
2.0416,9.6179e-08
2.0515,9.8168e-08
2.0615,1.001e-07
2.0715,1.0195e-07
2.0816,1.037e-07
2.0918,1.0536e-07
2.1019,1.069e-07
2.1122,1.0831e-07
2.1224,1.0959e-07
2.1328,1.1074e-07
2.1432,1.1175e-07
2.1536,1.1262e-07
2.1641,1.1334e-07
2.1746,1.1394e-07
2.1852,1.144e-07
2.1958,1.1473e-07
2.2065,1.1495e-07
2.2172,1.1506e-07
2.228,1.1507e-07
2.2389,1.1499e-07
2.2498,1.1484e-07
2.2607,1.146e-07
2.2717,1.1431e-07
2.2828,1.1396e-07
2.2939,1.1355e-07
2.3051,1.131e-07
2.3163,1.126e-07
2.3276,1.1205e-07
2.3389,1.1146e-07
2.3503,1.1081e-07
2.3617,1.1009e-07
2.3732,1.0931e-07
2.3848,1.0845e-07
2.3964,1.0749e-07
2.408,1.0644e-07
2.4197,1.0527e-07
2.4315,1.0398e-07
2.4434,1.0256e-07
2.4552,1.0099e-07
2.4672,9.9266e-08
2.4792,9.7391e-08
2.4913,9.5358e-08
2.5034,9.3168e-08
2.5156,9.0827e-08
2.5278,8.834e-08
2.5401,8.5721e-08
2.5525,8.2983e-08
2.5649,8.0144e-08
2.5774,7.7224e-08
2.5899,7.4247e-08
2.6025,7.1238e-08
2.6152,6.8223e-08
2.6279,6.5229e-08
2.6407,6.2282e-08
2.6536,5.9409e-08
2.6665,5.6635e-08
2.6795,5.3982e-08
2.6925,5.1468e-08
2.7056,4.9112e-08
2.7188,4.6924e-08
2.732,4.4912e-08
2.7453,4.3082e-08
2.7587,4.1431e-08
2.7721,3.9955e-08
2.7856,3.8644e-08
2.7992,3.7486e-08
2.8128,3.6463e-08
2.8265,3.5557e-08
2.8402,3.4746e-08
2.8541,3.4007e-08
2.8679,3.3315e-08
2.8819,3.2649e-08
2.8959,3.1984e-08
2.91,3.13e-08
2.9242,3.0578e-08
2.9384,2.98e-08
2.9527,2.8955e-08
2.9671,2.8033e-08
2.9815,2.7028e-08
2.9961,2.5939e-08
3.0106,2.4769e-08
3.0253,2.3524e-08
3.04,2.2216e-08
3.0548,2.0857e-08
3.0697,1.9465e-08
3.0846,1.8059e-08
3.0996,1.6662e-08
3.1147,1.5296e-08
3.1299,1.3985e-08
3.1451,1.2755e-08
3.1604,1.1629e-08
3.1758,1.063e-08
3.1913,9.7799e-09
3.2068,9.0992e-09
3.2224,8.6052e-09
3.2381,8.3125e-09
3.2538,8.233e-09
3.2697,8.375e-09
3.2856,8.7434e-09
3.3016,9.3395e-09
3.3176,1.0161e-08
3.3338,1.1202e-08
3.35,1.2454e-08
3.3663,1.3904e-08
3.3827,1.5535e-08
3.3992,1.733e-08
3.4157,1.9267e-08
3.4323,2.1323e-08
3.449,2.3471e-08
3.4658,2.5685e-08
3.4827,2.7937e-08
3.4997,3.0195e-08
3.5167,3.243e-08
3.5338,3.4611e-08
3.551,3.6709e-08
3.5683,3.8694e-08
3.5857,4.054e-08
3.6031,4.2219e-08
3.6206,4.3712e-08
3.6383,4.4998e-08
3.656,4.6064e-08
3.6738,4.6901e-08
3.6916,4.7506e-08
3.7096,4.7882e-08
3.7277,4.8038e-08
3.7458,4.799e-08
3.764,4.776e-08
3.7824,4.7375e-08
3.8008,4.6866e-08
3.8193,4.627e-08
3.8379,4.5622e-08
3.8565,4.496e-08
3.8753,4.4319e-08
3.8942,4.3731e-08
3.9131,4.3224e-08
3.9322,4.2819e-08
3.9513,4.2529e-08
3.9705,4.236e-08
3.9899,4.2312e-08
4.0093,4.2376e-08
4.0288,4.2538e-08
4.0484,4.2783e-08
4.0681,4.309e-08
4.0879,4.3443e-08
4.1078,4.3827e-08
4.1278,4.4234e-08
4.1479,4.4662e-08
4.1681,4.512e-08
4.1884,4.5627e-08
4.2087,4.6211e-08
4.2292,4.6909e-08
4.2498,4.7766e-08
4.2705,4.8832e-08
4.2913,5.0158e-08
4.3122,5.1793e-08
4.3332,5.3781e-08
4.3542,5.6154e-08
4.3754,5.8933e-08
4.3967,6.212e-08
4.4181,6.5695e-08
4.4396,6.9619e-08
4.4612,7.383e-08
4.483,7.8239e-08
4.5048,8.2741e-08
4.5267,8.7209e-08
4.5487,9.1503e-08
4.5709,9.5477e-08
4.5931,9.8982e-08
4.6155,1.0187e-07
4.6379,1.0403e-07
4.6605,1.0535e-07
4.6832,1.0576e-07
4.706,1.0524e-07
4.7289,1.0381e-07
4.7519,1.0154e-07
4.775,9.856e-08
4.7983,9.5032e-08
4.8216,9.1172e-08
4.8451,8.7222e-08
4.8687,8.3441e-08
4.8924,8.0089e-08
4.9162,7.7404e-08
4.9401,7.5591e-08
4.9642,7.48e-08
4.9883,7.5114e-08
5,7.5666e-08
5.0126,7.6543e-08
5.037,7.9014e-08
5.0615,8.2379e-08
5.0861,8.6425e-08
5.1109,9.0884e-08
5.1358,9.5455e-08
5.1608,9.9826e-08
5.1859,1.037e-07
5.2111,1.0681e-07
5.2365,1.0895e-07
5.262,1.0998e-07
5.2876,1.0982e-07
5.3133,1.0849e-07
5.3392,1.0608e-07
5.3652,1.0273e-07
5.3913,9.8643e-08
5.4175,9.4036e-08
5.4439,8.9154e-08
5.4704,8.4236e-08
5.497,7.9503e-08
5.5238,7.5154e-08
5.5507,7.1355e-08
5.5777,6.8239e-08
5.6048,6.5909e-08
5.6321,6.4443e-08
5.6595,6.3895e-08
5.6871,6.4303e-08
5.7147,6.5687e-08
5.7425,6.8055e-08
5.7705,7.1395e-08
5.7986,7.567e-08
5.8268,8.0814e-08
5.8552,8.6722e-08
5.8837,9.3247e-08
5.9123,1.002e-07
5.9411,1.0733e-07
5.97,1.1439e-07
5.999,1.2107e-07
6.0282,1.2709e-07
6.0576,1.3217e-07
6.0871,1.3607e-07
6.1167,1.3861e-07
6.1465,1.3971e-07
6.1764,1.3935e-07
6.2064,1.3761e-07
6.2366,1.3463e-07
6.267,1.3063e-07
6.2975,1.2586e-07
6.3282,1.2058e-07
6.359,1.1503e-07
6.3899,1.0941e-07
6.421,1.0385e-07
6.4523,9.8395e-08
6.4837,9.302e-08
6.5152,8.7629e-08
6.5469,8.2078e-08
6.5788,7.6205e-08
6.6108,6.9875e-08
6.643,6.3009e-08
6.6753,5.5627e-08
6.7078,4.7867e-08
6.7405,3.9992e-08
6.7733,3.2377e-08
6.8062,2.5477e-08
6.8394,1.9767e-08
6.8726,1.5681e-08
6.9061,1.3542e-08
6.9397,1.3504e-08
6.9735,1.5512e-08
7,1.834e-08
7.0074,1.9296e-08
7.0415,2.4393e-08
7.0758,3.0202e-08
7.1102,3.6062e-08
7.1448,4.1338e-08
7.1796,4.5499e-08
7.2146,4.8182e-08
7.2497,4.9218e-08
7.285,4.8633e-08
7.3204,4.6613e-08
7.356,4.3456e-08
7.3918,3.9509e-08
7.4278,3.5117e-08
7.464,3.0584e-08
7.5003,2.6146e-08
7.5368,2.1971e-08
7.5735,1.8167e-08
7.6104,1.4792e-08
7.6474,1.1872e-08
7.6846,9.4074e-09
7.722,7.3851e-09
7.7596,5.7793e-09
7.7974,4.5601e-09
7.8353,3.7004e-09
7.8735,3.1843e-09
7.9118,3.0131e-09
7.9503,3.206e-09
7.989,3.7922e-09
8.0279,4.7968e-09
8.0669,6.2241e-09
8.1062,8.0448e-09
8.1456,1.0195e-08
8.1853,1.2594e-08
8.2251,1.5173e-08
8.2652,1.7917e-08
8.3054,2.0904e-08
8.3458,2.432e-08
8.3864,2.8447e-08
8.4273,3.3606e-08
8.4683,4.0064e-08
8.5095,4.7921e-08
8.5509,5.6997e-08
